"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"SALAS DE CONVENCION","S/D","CANELONES","CANELON CHICO","RUTA 32 KM 23","23689601","www.pizzornowines.com","reservas@pizzornowines.com",-10000.0,-10000.0
"Agencia de transportes","TRASLADOS ADONAI","CANELONES","TOLEDO","BLAS BASUALDO 298","098721782","S/D","michaelpacio7@gmail.com",-10000.0,-10000.0
"Inmobiliaria","LIKE AT HOME RENTALS S.A.S.","MONTEVIDEO","MONTEVIDEO","26 DE MARZO 3433","S/D","S/D","santiago.fragela@lahrentals.com",-10000.0,-10000.0
"Inmobiliaria","RINALDI PROPIEDADES","MONTEVIDEO","MONTEVIDEO","MIGUEL BARREIRA 3327/903","27134293","www.rinaldipropiedades.uy","rinaldipropiedades@gmail.com",-10000.0,-10000.0
"Agencia de transportes","VICTOR RODRIGUEZ LEMA","CANELONES","LA PAZ","CONRADO MOLLER 750","23623486","S/D","victorh.km15@gmail.com",-10000.0,-10000.0
"SALAS DE CONVENCION","BODEGA LEONARDO FALCONE","PAYSANDU","PAYSANDU","AV. ESPAÑA 1566","47227718","www.bodegaleonardofalcone.com.uy","carolinafalcone18@gmail.com",-58.0,-32.0
"Agencia de transportes","NEW CHALLENGE","SAN JOSE","RODRIGUEZ","AV. ALVIGINI 1199","095596369","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA 32","MALDONADO","PUNTA DEL ESTE","JUANA DE AMERICA 1304","42484838","www.inmobiliaria32.com.uy","carina817@msn.com",-10000.0,-10000.0
"Rentadora de autos","VIAGGIO","COLONIA","CARMELO","FRANKLIN DELANO ROOSEVELT S/N","45422595","www.viaggioport.com","leonardo@viaggioport.com",-10000.0,-10000.0
"Inmobiliaria","S/D","MALDONADO","PUNTA DEL ESTE","RAMBLA LORENZO BATLLE PACHECO - EDIFICIO LE PARC III","42492839","www.horusgroup.com.uy","scrollinidarwin@gmail.com",-10000.0,-10000.0
"SALAS DE CONVENCION","ZEBRAFREE SHOP","RIVERA","RIVERA","SARANDI 455","46224103","S/D","jfchirico@zebrafreeshop.com.uy",-10000.0,-10000.0
"Guía turístico","NATALY ANNETTE HERNANDEZ PEREZ","COLONIA","COLONIA DEL SACRAMENTO","CERRITO 1009 BIS ESQUINA MONTEVIDEO","S/D","S/D","hernandeznataly1@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL COSTANERO","MONTEVIDEO","MONTEVIDEO","RAMBLA REPUBLICA DE PERU 1371","27068607","www.costanero.uy","francisco.lorente@costanero.uy",-10000.0,-10000.0
"Alojamientos Turísticos","MOTEL MEDIA LUNA","RIO NEGRO","FRAY BENTOS","PTE. BATLLE Y ORDÓNEZ CONTINUACIÓN CAMINO A LAS LAÑAS, PADRÓN 7987","45632243","S/D","medialunamotel@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","VILLA LAS FLORES APART HOTEL","MALDONADO","LAS FLORES","RUTA 10 KILOMETRO 90","098377541","www.villalasflores.com.uy","villalasflores@outlook.com",-10000.0,-10000.0
"Alojamientos Turísticos","NUEVO HOTEL COLONIA","MONTEVIDEO","MONTEVIDEO","COLONIA 1168","29047455","S/D","S/D",-56.191,-34.905
"Inmobiliaria","CHARRUA PROPIEDADES","MONTEVIDEO","MONTEVIDEO","S/D","S/D","www.carruapropiedades.uy","xcharruapropiedades@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ANANIKIAN NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","JOSÉ ELLAURI 453","27117266","www.ananikian.com","wilder@ananikian.com",-10000.0,-10000.0
"Inmobiliaria","URBAN VISIONS BIENES RAICES","MALDONADO","PUNTA DEL ESTE","AV GRAL ARTIGAS - TORRE IMPERIALE III APTO 1302","093596286","S/D","urbanvisionsprop@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ESTUDIO SM","MONTEVIDEO","MONTEVIDEO","MARCO BRUTO 1222 APTO 305","26282460","www.estudiosm.com.uy","martin@estudiosm.com.uy",-10000.0,-10000.0
"Agencia de transportes","MAKFER","CERRO LARGO","RIO BRANCO","GRAL. APARICIO SARAVIA S/N","S/D","S/D","ppereira@sybasociados.com.uy ; integral_gestoria1361@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","2 Y 4 RUEDAS AUTOMOTORES & NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","ATAHONA 3532 BIS","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL VACACIONAL DAYMAN","SALTO","TERMAS DEL DAYMAN","RAMBLA COSTANERA S/N FRENTE AL RIO DAYMAN","29025535","www.serviciomutuo.org.uy","sm@serviciomutuo.org.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOSTAL DE LA BARRA","MALDONADO","LA BARRA","RUTA 10 KILOMETRO 161,300","42771521","www.hostaldelabarra.net","S/D",-54.8519,-34.9153
"Inmobiliaria","HOME2GO","MONTEVIDEO","MONTEVIDEO","RIVERA 3674 / 202","S/D","www.home2go.com.uy","info@home2go.com.uy",-10000.0,-10000.0
"Agencia de transportes","CAMPOTUR S.R.L.","MONTEVIDEO","MONTEVIDEO","BELGRANO 3041","099664581","S/D","campotur@hotmail.com",-56.149,-34.8882
"Establecimiento rural","VALLE SOL","MALDONADO","AIGUÁ","RUTA 39 KM 81 PADRON 3312","44406814","www.vallesol.com.uy","surioste@netgate.com.uy ; murioste@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","JORGE WALTER BARRIOS BALESTRASSE","MONTEVIDEO","MONTEVIDEO","AVENIDA RIVERA 4570","094432295","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","MACHADO INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","AVENIDA FRANCISCO SALAZAR ESQUINA LENZINA, TORRE DEL TRIÁNGULO MANSA, LOCAL 13B","42480797","www.machadoinmobiliaria.com.uy","washingtonmachado28@gmail.com",-10000.0,-10000.0
"Inmobiliaria","S/D","ROCHA","ROCHA","RUTA 9 KM 207","099742800","www.luces.com.uy","lucas.etche@gmail.com",-10000.0,-10000.0
"Inmobiliaria","BIEN ACTIVO INMOBILIARIO","COLONIA","NUEVA HELVECIA","LUIS ALBERTO DE HERRERA 1078","S/D","S/D","info@bienactivoinmobiliaria.com",-10000.0,-10000.0
"SALAS DE CONVENCION","DUTY FREE AMERICAS","ARTIGAS","ARTIGAS","21 DE SETIEMBRE 2329","24122370","www.dfauy.com","amendelsohn@dfauy.com",-10000.0,-10000.0
"Inmobiliaria","INVESTUY","MALDONADO","PUNTA DEL ESTE","AV. ITALIA ESQUINA PEDRAGOSA SIERRA, PARADA 5","095678909","www,investuy.com","info@investuy.com",-10000.0,-10000.0
"Inmobiliaria","NEWPORT PROPIEDADES","MONTEVIDEO","MONTEVIDEO","ESTERO BELLACO 2666","099284660","S/D","julia@newportpropiedades.com",-10000.0,-10000.0
"Agencia de transportes","C.O.S.U.  S.R.L.","LAVALLEJA","MINAS","TERMINAL DE OMNIBUS LOCAL 5","091976000","www.transportecosu.com","gerencia@transportecosu.com ; jp.piootegui@gmail.com",-10000.0,-10000.0
"Agencia de transportes","FERNANDO VIAJES","ARTIGAS","BELLA UNION","OFICIAL A2 3224","47796027","S/D","fernandodanielrodriguezbandera.128@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","NP TRANSPORTES","PAYSANDU","GUICHON","MEVIR II 4004","099087352","S/D","valeria@eypcontadores.com",-10000.0,-10000.0
"Agencia de transportes","NO DECLARA","SAN JOSE","PUNTAS DE VALDEZ","CARDONA 710","43459592","S/D","pereramonica60@gmail.com",-10000.0,-10000.0
"Agencia de transportes","ROBERTUR","MALDONADO","MALDONADO","ACUÑA DE FIGUEROA S/N ESQUINA SUECIA","097415539","S/D","robertofoliadoso@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","LEONEL CATTINI VIAJES","CANELONES","PROGRESO","CALLE SORIANO S/N SOLAR 21 MANZANA 18","23691030","S/D","leonelcattiniviajes@gmail.com",-10000.0,-10000.0
"Agencia de transportes","LINKS (OESTE TURISMO)","MONTEVIDEO","MONTEVIDEO","HOLANDA 1628","23181739","S/D","S/D",-54.563747,-34.53162
"Inmobiliaria","ARELLANO NEGOCIOS INMOBILIARIOS","MALDONADO","MALDONADO","AV ROOSEVELT 1192 - EDIFICIO ACUARIO BLOCK A APTO 201","091640620","www.arellano.com.uy","ivan@arellano.com.uy",-10000.0,-10000.0
"Agencia de transportes","LINKS (OESTE TURISMO)","MONTEVIDEO","MONTEVIDEO","BIARRITZ, PARADA 4, EDIFICIO HELIO","099281190","S/D","elanda@netgate.com.uy",-54.9347,-34.948718
"Alojamientos Turísticos","REMUS-ART HOSTEL","COLONIA","COLONIA DEL SACRAMENTO","18 DE JULIO 369","092066985","S/D","estudiocolonia.gestoria@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL SAN SEBASTIAN","MALDONADO","PIRIAPOLIS","GREGORIO SANABRIA 942","44322546","S/D","S/D",-55.2753,-34.8674
"Alojamientos Turísticos","HOTEL TRES CRUCES","MONTEVIDEO","MONTEVIDEO","MIGUELETE 2356","24023474","www.hoteltrescruces.com.uy","abarrena@hoteltrescruces.com.uy",-56.1675,-34.892
"Alojamientos Turísticos","HOTEL YERUTI","ROCHA","LA PALOMA","GRULLA S/N CASI ARIES","44796235","www.hotelyeruti.com","S/D",-54.1632,-34.6606
"Alojamientos Turísticos","POSADA DEL FRAYLE BENTOS","RIO NEGRO","FRAY BENTOS","18 DE JULIO ESQ. 25 DE MAYO","45628541","www.posadafraylebentos.com.uy","moniross@adinet.com.uy",-58.3093,-33.1143
"Alojamientos Turísticos","BARRADAS PARQUE HOTEL & SPA","MALDONADO","PUNTA DEL ESTE","RIO BRANCO S/N ESQUINA AVENIDA FRANCIA, PARADA 9","42494444","www.hotelbarradas.com.uy","administracion@hotelbarradas.com.uy",-54.9437,-34.9394
"Alojamientos Turísticos","HOSTERIA MIRAMAR","MALDONADO","PIRIAPOLIS","RAMBLA DE LOS ARGENTINOS 1082","S/D","www.hosteriamiramar.com","info@hosteriamiramar.com",-55.2747,-34.8697
"Alojamientos Turísticos","SIERRA DE LAS ANIMAS","MALDONADO","PAN DE AZUCAR","FRENTE A CAMINO VECINAL - PADRON 938","099803960","S/D","contacto@pozosazules.com.uy",-10000.0,-10000.0
"Rentadora de autos","ARTICO","CANELONES","BARROS BLANCOS","RUTA 101 KILOMETRO 26","S/D","S/D","macordone@congeladosartico.com",-10000.0,-10000.0
"SALAS DE CONVENCION","WIND RENTA CARD","MALDONADO","PUNTA DEL ESTE","AVENIDA ROOSEVELT PARADA 13 1/2","42489392","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","LO DE LUCAS VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","CAMINO ELHORDOY 5396","23155141","S/D","mariocamponovo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","J&L","MONTEVIDEO","MONTEVIDEO","CESAR GALLARDO 5955","S/D","www.j&lturismo.com.uy","britosjohel039@gmail.com",-10000.0,-10000.0
"Agencia de transportes","ON TIME TRANSPORTES","MONTEVIDEO","MONTEVIDEO","FIGURITA 2845","099181181","www.ontime.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LARES","MONTEVIDEO","MONTEVIDEO","WILSON FERREIRA ALDUNATE 1322 APARTAMENTO 14","29019120","www.larestours.com","info@lares.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LARES","MONTEVIDEO","MONTEVIDEO","ARQUITECTO MIGUEL ANGEL ODRIOZOLA 434","29019120","www.lares.com.uy","info@lares.com.uy",-10000.0,-10000.0
"Agencia de transportes","ANEDOL LTDA.","MONTEVIDEO","MONTEVIDEO","LORENZO PEREZ 3113","26285390","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","LARES","MONTEVIDEO","MONTEVIDEO","ARQUITECTO MIGUEL ANGEL ODRIOZOLA 434","29019120","www.lares.com.uy","info@lares.com.uy",-10000.0,-10000.0
"Agencia de transportes","JORGE EDUARDO OREGGIONI VIDAL - GUSTAVO ALBERTO MARTINEZ MARTINEZ","DURAZNO","SARANDÍ DEL YÍ","CAMINO DON BOSCO S/N","098991353","S/D","oremartur@gmail.com",-10000.0,-10000.0
"Agencia de transportes","MARCELINO OMAR ABREO RODRIGUEZ","SORIANO","MERCEDES","FLORENCIO SANCHEZ 388","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ABTOUR VIAJES","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1394 APTO 404","29085000","www.abtourviajes.com.uy","claudia.raveca@abtour.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","NEXO ESTUDIANTIL","CANELONES","SANTA LUCIA","RIVERA 396","43349280","www.nexoviajes.com","nexoviajes@gmail.com",-10000.0,-10000.0
"Inmobiliaria","DIEGO PERDOMO NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","RAMBLA 25 DE AGOSTO 508 APTO. 110","43455555","www.camposdelsur.com.uy","gsmgestionessuru@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ARTIUM PROPIEDADES","MALDONADO","PUNTA DEL ESTE","AVENIDA FRANKLIN D. ROOSEVELT, LOCAL 004, MANZANA 1154, PADRÓN 4764","099667546","S/D","mrozemblum@gmail.com",-10000.0,-10000.0
"SALAS DE CONVENCION","RENT A CAR DEL LAGO","MONTEVIDEO","MONTEVIDEO","DE CASTRO Y CAREAGA 708 APTO 801","45324612","www.rentacardellago.com","rentacardellago@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","DIEGO PERDOMO NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","RIO DE LA PLATA S/N PARADA 2 Y 1/2, ENTRE CAMINO DE LAS TROPAS Y BOCA JUNIORS, PLAYA PASCUAL","43455555","www.camposycasas.com","gsmgestionessuru@gmail.com",-56.45,-34.740833
"Inmobiliaria","DIEGO PERDOMO NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","RIO DE LA PLATA S/N PARADA 2 Y 1/2, ENTRE CAMINO DE LAS TROPAS Y BOCA JUNIORS, PLAYA PASCUAL","43455555","www.camposycasas.com","gsmgestionessuru@gmail.com",-56.45,-34.740833
"Inmobiliaria","DR. RICARDO A. LOMIENTO CURES","MALDONADO","PUNTA DEL ESTE","SALT LAKE Y ROOSEVELT, PARADA 14, EDIFICIO TORRE ANTARES LOCAL 109","42230430","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","JUNCAL & JUNCAL PROPIEDADES","MALDONADO","MALDONADO","MIRLOS 973","S/D","S/D","blackjack21pe@gmail.com",-10000.0,-10000.0
"Inmobiliaria","DIEGO PERDOMO NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","RIO DE LA PLATA S/N PARADA 2 Y 1/2, ENTRE CAMINO DE LAS TROPAS Y BOCA JUNIORS, PLAYA PASCUAL","43455555","www.camposycasas.com","gsmgestionessuru@gmail.com",-56.45,-34.740833
"Agencia de viajes Nueva","AZUL VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","PEDRO FRANCISCO BERRO 818","27103132","www.azulfast.com.uy","federico@azulviajes.com.uy",-56.149,-34.9127
"Agencia de viajes Nueva","AZUL VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","COLONIA 994","24088855","www.azulfast.com.uy","federico@azulviajes.com.uy",-56.194946,-34.905184
"Agencia de transportes","NO DECLARA","MONTEVIDEO","MONTEVIDEO","SAN MARTIN 3413","096555418","S/D","turisgat@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","AZUL VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","COLONIA 994","24088855","www.azulfast.com.uy","federico@azulviajes.com.uy",-56.194946,-34.905184
"SALAS DE CONVENCION","PUNTA DEL ESTE CONVENTION & EXHIBITION CENTER","MALDONADO","PUNTA DEL ESTE","PEDRAGOSA SIERRA S/N ESQ. APARICIO SARAVIA","42477477","www.centrodeconvenciones.com.uy","aabulafia@centrodeconvenciones.com.uy",-54.0,-34.0
"Agencia de viajes Nueva","AUSTRALTOURS INTERNATIONAL","MONTEVIDEO","MONTEVIDEO","BULEVARD ARTIGAS 280 OFICINA 1003","099440374","www.australtours.com.uy","monica@australtours.com.uy",-56.1615,-34.9239
"SALAS DE CONVENCION","NO DECLARA","CANELONES","CANELONES","CARLOS GARDEL S/N ENTRE TREINTA Y TRES Y FLORENCIO SÁNCHEZ","098686097","S/D","gscagnimassa@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","COTAR LTDA","SAN JOSE","LIBERTAD","RUTA 1 VIEJA Y LAVALLEJA","43454000","S/D","cotar2005@adinet.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL MILANO","MALDONADO","PUNTA DEL ESTE","CALLE 24  Nº 880 (EL MESANA)","42440039","www.hotelmilanopunta.com","reservas@hotelmilanopunta.com",-54.9399,-34.9609
"Alojamientos Turísticos","PIEDRA ALTA HOSTEL","ROCHA","LA PEDRERA","AV. PRINCIPAL Y SANTA TERESA","091200564","www.piedraaltahostel.uy","piedraaltahostel@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","EL DESCUBRIMIENTO RESORT CLUB","CANELONES","GUAZUBIRA VIEJO","RAMBLA DE GUAZUBIRA S/N","43782141","www.eldescubrimiento.com","recepcion@eldescubrimiento.com",-55.6108,-34.7705
"Alojamientos Turísticos","LA MUSICA Y EL MAR","MALDONADO","BALNEARIO SOLIS","RUTA 10 ESQUINA YATAY PADRON 24","44380099","www.lamusicayelmar.com.uy","andresgurevich@gmail.com",-55.3839,-34.7989
"Inmobiliaria","INMOBILIARIA VIALE","MALDONADO","BALNEARIO SOLIS","AVENIDA BARREIRA Y MOLLE S/N","44381803","www.inmobiliariasolis-bellavista.com","S/D",-10000.0,-10000.0
"Inmobiliaria","MARTA OJEDA INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","ROOSEVELT Y PARADA 14 - TORRE ANTARES LOC. 106","42477877","www.martaojeda.com.uy","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","HOSTEL IBIRAPITA","ROCHA","LA PALOMA","AVENIDA PALOMA S/N ESQUINA SOLARI","099960869","www.hostelibirapita.com","alvarol_garcia1@hotmail.com",-54.156,-34.66
"Guía turístico","ESPACIO AGRESTE","MALDONADO","PLAYA GRANDE","CALLE 21 ESQUINA CALLE 15","092961703","S/D","espacioagreste@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","AXSUR DESIGN HOTEL","MONTEVIDEO","MONTEVIDEO","MISIONES 1260","29162747","www.axsurhotel.com","lombardi@axsurhotel.com",-10000.0,-10000.0
"Guía turístico","LETICIA JUDITH USUCA HERNANDEZ","COLONIA","COLONIA DEL SACRAMENTO","LAS QUINTITAS 1220","45227619","S/D","S/D",-57.8437,-34.4712
"Agencia de transportes","WASHINGTON OSCAR RODRIGUEZ SECCO","MALDONADO","PUNTA DEL ESTE","CARLOS VAZ FERREIRA S/N , EDIFICIO BAMBI, APARTAMENTO 2","S/D","S/D","wrosecco@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","BODEGA PIZZORNO","CANELONES","CANELON CHICO","RUTA 32 KM 23","23689601","www.pizzornowines.com","reservas@pizzornowines.com",-10000.0,-10000.0
"Rentadora de autos","POTENZA RENT A CAR","CANELONES","PASO CARRASCO","WILSON FERREIRA ALDUNATE (EX CAMINO CARRASCO) 151","26015205","www.potenzarentacar.com.uy","ventas@potenzarentacar.com.uy",-10000.0,-10000.0
"Agencia de transportes","URUGUAY LIMOS","MONTEVIDEO","MONTEVIDEO","AVENIDA ITALIA 6878","099269739","www.ul.com.uy","info@ul.com.uy / ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","DEL NORTE TURISMO","PAYSANDU","PAYSANDU","FLORIDA 982","47233484","S/D","emimaciel89@gmail.com",-10000.0,-10000.0
"SALAS DE CONVENCION","VANYTOYS","RIVERA","RIVERA","PAUL HARRIS 1260","46222486","S/D","freeport@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","SERVICIOS JHONSEV","SAN JOSE","CIUDAD DEL PLATA","12 SN","23057389","S/D","jhonsev@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","PIANO SUR HOSTEL","MONTEVIDEO","MONTEVIDEO","ANDES 1227","099643494","www.pianosur.com","darioleise@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL AQUA","MALDONADO","PUNTA DEL ESTE","CALLE 20 NUMERO 877","42449706","www.hotelaqua.com.ar","S/D",-54.942726,-34.959419
"Agencia de transportes","BERNARDO ARIEL FERREIRA NAVARRO","CANELONES","CANELONES","FRANCISCO SOCA 485","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","AMA NEGOCIOS INMOBILIARIOS","COLONIA","COLONIA DEL SACRAMENTO","BENJAMIN DYER MONTON S/N VIV. 13","092132706","S/D","amanegociosinmobiliarios@hotmal.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CISPLATINA TURISMO","MONTEVIDEO","MONTEVIDEO","ANDES 1365 OFICINA 102","29082510","www.cisplatinauruguay.com","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","CABAÑAS ALBATROS","CANELONES","SALINAS","RUTA 10 (RAMBLA) Y JULIETA 0","098914786","www.albatros.uy","tramitesrxp@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","GLAMPING Y CAMPING PLAYA ESCONDIDA","CANELONES","SALINAS","RUTA 10 (RAMBLA) Y AV JULIETA 0","S/D","https://playaescondida.uy","tramitesrxp@gmail.com",-55.8354,-34.7834
"Agencia de viajes Nueva","ABTOUR VIAJES","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1394","29085152","www.abtour.com.uy","info@abtour.com.uy",-56.1936,-34.9055
"Agencia de viajes Nueva","ABTOUR VIAJES","MONTEVIDEO","MONTEVIDEO","25 DE MAYO 1088","29085152","www.abtour.com.uy","info@abtour.com.uy",-10000.0,-10000.0
"Rentadora de autos","V&O RIO","CANELONES","SANTA LUCIA","SARANDI 30","43345122","S/D","vyorentacar@adinet.com.uy",-10000.0,-10000.0
"Rentadora de autos","RINCO RENT A CAR","CANELONES","PASO CARRASCO","CAMINO CARRASCO 163","26041632","www.rincorentacar.uy","larincorentacar@gmail.com",-10000.0,-10000.0
"Establecimiento rural","ESTANCIA ESPERANZA","FLORES","TRINIDAD","RUTA 14 KILOMETRO 158, PARAJE PUNTAS DE LA CORDOBESA, CAMINO ARROYO MACIEL","43602175","www.estanciaesperanza.com","S/D",-56.6806,-33.5575
"Agencia de transportes","VIATURISMO","CANELONES","LOS CERRILLOS","CALLE 10 DE MAYO, APARTAMENTO 10","099765794","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","VIATURISMO","CANELONES","LOS CERRILLOS","MAXIMO TAJES S/N","099765794","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","VIP PUNTA PRO","MALDONADO","PUNTA DEL ESTE","CALLE AMERICA S/N ESQUINA CALLE LA NIÑA CHALET EL ALAMO","099413741","www.vippuntapro.com","vippuntapro@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","CLUB SOL DEL ESTE","MALDONADO","PUNTA DEL ESTE","ROOSEVELT Y PARADA 12","42481719","www.clubsoldeleste.com.uy","S/D",-54.9413,-34.9319
"Alojamientos Turísticos","HOTEL HISPANO","MONTEVIDEO","MONTEVIDEO","CONVENCION 1317","29003816","www.hispanohotel.com","gerenciahotelhispano@gmail.com",-56.197,-34.9069
"Alojamientos Turísticos","EL ABRAZO DE LAS SIERRAS","LAVALLEJA","MINAS","PADRÓN Nº 18.462","S/D","www.abrazosierras.uy","info@abrazosierras.uy",-10000.0,-10000.0
"Inmobiliaria","SUEVIA","MALDONADO","PUNTA DEL ESTE","CALLE LAS GAVIOTAS 532","42444036","S/D","S/D",-54.941111,-34.958611
"Inmobiliaria","AVELU","MALDONADO","MALDONADO","CAMINO A LA LAGUNA S/N","42225587","S/D","avelu@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","DARIO ANDRES SUAREZ GARIBOTTO","MONTEVIDEO","MONTEVIDEO","ZABALA 1542 OFICINA 503","099719158","S/D","dariosuarez2211@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","J&E VALVERDE VIAJES","SAN JOSE","CAPURRO","RUTA 11 KILOMETRO 78, BARRIO ESCARPIN","099970341","S/D","patricia.cambio@gmail.com",-10000.0,-10000.0
"Agencia de transportes","CJ - BUS LIMITADA","MONTEVIDEO","MONTEVIDEO","VICTORIANO ALVAREZ 6189","23203447","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","DROT SA","MONTEVIDEO","MONTEVIDEO","25 DE MAYO 555 APARTAMENTO 314","24807777","S/D","drotservicios@hotmail.com",-10000.0,-10000.0
"Guía turístico","IARA VIRGINIA BERMUDEZ PORCHETTO","MONTEVIDEO","MONTEVIDEO","GENERAL PAGOLA 2391 APARTAMENTO 04","094334476","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","NEWEN LTDA.","MONTEVIDEO","MONTEVIDEO","BV JOSE BATLLE Y ORDOÑEZ 2193 ESQ CLEMENTE ESTABLE","27087352","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","DENIS PROPIEDADES","MALDONADO","PAN DE AZUCAR","FELIX DE LIZARZA","44347328","www.denispropiedades.com.uy","info@denispropiedades.com.uy",-55.224063,-34.774907
"Alojamientos Turísticos","CONTRALUZ ART HOSTEL","MONTEVIDEO","MONTEVIDEO","JUAN JACKSON 865","24107254","www.contraluzarthostel.com","anita@contraluzarthostel.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL ALCAZABA","MONTEVIDEO","MONTEVIDEO","MARIO CASSINONI 1669","24080915","S/D","S/D",-56.1662,-34.8963
"Alojamientos Turísticos","HOTEL SOL COLONIA","COLONIA","COLONIA DEL SACRAMENTO","ARTIGAS 377","45225500","www.hotelsolcolonia.com","jpelze@hotmail.com",-57.843,-34.41671
"Inmobiliaria","PITA VARGAS PROPIEDADES","MALDONADO","PUNTA DEL ESTE","AV. DEL MAR - BARRIO LA RESIDENCE","42249602","S/D","nataliavargas1979@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ESTUDIO C, CARRO Y ASOCIADOS","COLONIA","CARMELO","URUGUAY 348","45431001","S/D","jccarro.arq@gmail.com",-10000.0,-10000.0
